47650002,0,1,0,Culex Q
47650004,0,6,0,Culex Q
47650005,0,6,0,Culex Q
47650006,0,6,0,Culex Q
47650007,0,8,0,Culex Q
47650008,0,6,0,Culex Q
47650009,0,3,0,Culex Q
47650010,0,5,0,Culex Q
47650011,0,5,0,Culex Q
47650012,0,2,0,Culex Q
47650013,0,3,0,Culex Q
47650014,1,4,0,Culex Q
47650015,1,5,0,Culex Q
47650016,0,5,0,Culex Q
47650017,0,3,0,Culex Q
47650018,1,2,0,Culex Q
47650019,1,3,0,Culex Q
47650020,0,3,0,Culex Q
47650021,0,2,0,Culex Q
47650022,0,2,0,Culex Q
47650023,0,2,0,Culex Q
47650024,0,2,1,Culex Q
47650025,0,2,1,Culex Q
47650026,0,2,0,Culex Q
47650027,1,3,0,Culex Q
47650028,1,5,0,Culex Q
47650029,0,7,0,Culex Q
47650030,0,4,0,Culex Q
47650033,0,4,0,Culex Q
47650034,0,4,1,Culex Q
47650035,0,5,1,Culex Q
47650036,0,5,0,Culex Q
47650037,0,5,0,Culex Q
47650038,0,3,0,Culex Q
47650039,0,4,0,Culex Q
47650040,0,3,0,Culex Q
47650042,0,5,1,Culex Q
47650043,0,4,0,Culex Q
47650044,0,3,0,Culex Q
47650045,0,5,0,Culex Q
47650046,0,8,1,Culex Q
47650047,0,11,1,Culex Q
47650048,0,7,0,Culex Q
47650049,0,4,0,Culex Q
47650050,0,5,0,Culex Q
47650051,0,5,0,Culex Q
47650052,0,3,0,Culex Q
47660001,0,3,0,Culex Q
47660002,0,5,0,Culex Q
47660003,0,4,0,Culex Q
47660004,0,1,0,Culex Q
47660006,0,4,1,Culex Q
47660007,0,2,0,Culex Q
47660008,0,4,0,Culex Q
47660009,0,5,0,Culex Q
47660010,0,3,0,Culex Q
47660011,0,1,0,Culex Q
47660013,3,3,0,Culex Q
47660015,1,4,0,Culex Q
47660016,1,5,0,Culex Q
47660017,0,5,0,Culex Q
47660018,0,5,0,Culex Q
47660019,0,6,0,Culex Q
47660020,0,6,0,Culex Q
47660021,0,5,0,Culex Q
47660022,0,5,0,Culex Q
47660023,0,6,0,Culex Q
47660024,0,5,0,Culex Q
47660025,0,2,0,Culex Q
47660027,0,4,0,Culex Q
47660028,0,7,0,Culex Q
47660029,0,4,0,Culex Q
47660031,1,4,0,Culex Q
47660032,1,6,0,Culex Q
47660033,0,5,0,Culex Q
47660034,0,7,0,Culex Q
47660035,0,8,0,Culex Q
47660036,0,8,0,Culex Q
47660037,0,7,0,Culex Q
47660038,0,4,0,Culex Q
47660039,0,4,0,Culex Q
47660040,0,6,0,Culex Q
47660041,0,6,0,Culex Q
47660042,0,5,0,Culex Q
47660043,0,5,0,Culex Q
47660044,0,6,0,Culex Q
47660045,1,6,0,Culex Q
47660046,1,2,1,Culex Q
47660047,0,2,1,Culex Q
47660048,0,3,0,Culex Q
47660049,0,3,0,Culex Q
47660050,0,2,0,Culex Q
47660052,0,3,0,Culex Q
47660053,0,1,0,Culex Q
47670001,0,1,0,Culex Q
47670003,1,4,0,Culex Q
47670004,3,4,0,Culex Q
47670005,3,5,0,Culex Q
47670006,0,6,0,Culex Q
47670007,0,4,0,Culex Q
47670009,0,8,0,Culex Q
47670010,0,7,0,Culex Q
47670011,1,7,0,Culex Q
47670012,1,7,0,Culex Q
47670013,0,4,0,Culex Q
47670014,0,5,0,Culex Q
47670015,0,7,0,Culex Q
47670016,0,4,0,Culex Q
47670017,0,6,0,Culex Q
47670018,0,7,3,Culex Q
47670019,1,3,3,Culex Q
47670020,1,1,0,Culex Q
47670022,0,5,0,Culex Q
47670023,0,5,0,Culex Q
47670024,0,3,0,Culex Q
47670025,0,2,0,Culex Q
47670026,0,1,0,Culex Q
47670028,0,4,0,Culex Q
47670029,1,3,1,Culex Q
47670030,1,4,1,Culex Q
47670031,0,6,0,Culex Q
47670032,0,8,0,Culex Q
47670033,0,8,0,Culex Q
47670034,0,4,0,Culex Q
47670036,0,5,1,Culex Q
47670037,1,3,0,Culex Q
47670038,1,1,0,Culex Q
47670039,0,4,0,Culex Q
47670040,0,6,1,Culex Q
47670041,0,5,1,Culex Q
47670042,0,3,1,Culex Q
47670043,0,3,1,Culex Q
47670044,0,2,0,Culex Q
47670046,0,2,0,Culex Q
47670047,0,3,0,Culex Q
47670048,0,5,0,Culex Q
47670049,0,4,0,Culex Q
47670050,0,3,0,Culex Q
47670051,0,5,0,Culex Q
47670052,0,5,0,Culex Q
47670053,0,2,0,Culex Q
47680001,0,5,0,Culex Q
47680002,0,6,0,Culex Q
47680003,0,4,0,Culex Q
47680004,0,4,0,Culex Q
47680005,0,7,0,Culex Q
47680006,0,6,0,Culex Q
47680007,0,1,0,Culex Q
47680009,0,1,0,Culex Q
47680011,0,2,0,Culex Q
47680012,0,7,0,Culex Q
47680013,3,8,0,Culex Q
47680014,3,3,0,Culex Q
47680015,0,2,0,Culex Q
47680016,0,5,0,Culex Q
47680017,0,8,0,Culex Q
47680018,0,10,0,Culex Q
47680019,0,10,0,Culex Q
47680020,0,4,0,Culex Q
47680022,1,2,0,Culex Q
47680023,0,3,0,Culex Q
47680024,0,5,1,Culex Q
47680025,0,4,1,Culex Q
47680026,0,3,0,Culex Q
47680027,1,3,0,Culex Q
47680028,1,4,0,Culex Q
47680029,0,11,0,Culex Q
47680030,0,8,0,Culex Q
47680032,0,3,0,Culex Q
47680034,0,4,1,Culex Q
47680035,0,4,0,Culex Q
47680036,0,2,0,Culex Q
47680037,0,3,0,Culex Q
47680038,0,2,0,Culex Q
47680040,0,2,0,Culex Q
47680041,0,2,0,Culex Q
47680042,0,5,0,Culex Q
47680043,0,6,1,Culex Q
47680044,0,4,1,Culex Q
47680045,0,3,0,Culex Q
47680046,1,3,0,Culex Q
47680047,1,4,1,Culex Q
47680048,0,3,1,Culex Q
47680049,0,5,0,Culex Q
47680050,0,5,0,Culex Q
